"시점","상품군별(1)",인터넷쇼핑,모바일쇼핑
"2019.07","여행 및 교통서비스",657421,994070
"2019.07","문화 및 레저서비스",93469,122460
"2019.07","이쿠폰서비스",35781,246695
"2019.07","음식서비스",55648,773268
"2019.07","기타서비스",44998,51758
"2019.07","기타",84678,97630
"2019.08","합계",4075273,7342882
"2019.08","컴퓨터 및 주변기기",269744,178221
"2019.08","가전·전자·통신기기",511230,687235
"2019.08","서적",88775,65476
"2019.08","사무·문구",36165,32838
"2019.08","의복",347920,564575
"2019.08","신발",59872,102668
"2019.08","가방",52064,170164
"2019.08","패션용품 및 액세서리",65641,146760
"2019.08","스포츠·레저용품",136062,201643
"2019.08","화장품",433334,606331
"2019.08","아동·유아용품",75234,233726
"2019.08","음·식료품",407028,808494
"2019.08","농축수산물",104335,217195
"2019.08","생활용품",288626,586206
"2019.08","자동차 및 자동차용품",50770,61443
"2019.08","가구",93136,186216
"2019.08","애완용품",21988,55364
"2019.08","여행 및 교통서비스",658142,1034627
"2019.08","문화 및 레저서비스",96812,123257
"2019.08","이쿠폰서비스",53619,255559
"2019.08","음식서비스",59450,857555
"2019.08","기타서비스",58226,70896
"2019.08","기타",107102,96433
"2019.09","합계",4106183,7291464
"2019.09","컴퓨터 및 주변기기",261053,174623
"2019.09","가전·전자·통신기기",462355,634009
"2019.09","서적",82034,65084
"2019.09","사무·문구",35372,34068
"2019.09","의복",431788,755340
"2019.09","신발",78129,122879
"2019.09","가방",54017,174824
"2019.09","패션용품 및 액세서리",65576,146480
"2019.09","스포츠·레저용품",138503,205431
"2019.09","화장품",483892,618749
"2019.09","아동·유아용품",80547,244722
"2019.09","음·식료품",410214,823544
"2019.09","농축수산물",126828,247714
"2019.09","생활용품",281795,577839
"2019.09","자동차 및 자동차용품",94800,74993
"2019.09","가구",92330,199190
"2019.09","애완용품",25333,57337
"2019.09","여행 및 교통서비스",533192,836955
"2019.09","문화 및 레저서비스",83251,83400
"2019.09","이쿠폰서비스",34358,242452
"2019.09","음식서비스",55127,799765
"2019.09","기타서비스",115446,59355
"2019.09","기타",80243,112710
"2019.10","합계",4255196,7752837
"2019.10","컴퓨터 및 주변기기",274936,170182
"2019.10","가전·전자·통신기기",525905,674287
"2019.10","서적",75696,58084
"2019.10","사무·문구",38660,39956
"2019.10","의복",509999,903280
"2019.10","신발",82966,129679
"2019.10","가방",54563,180964
"2019.10","패션용품 및 액세서리",63501,142827
"2019.10","스포츠·레저용품",160646,246005
"2019.10","화장품",502379,655866
"2019.10","아동·유아용품",84728,264669
"2019.10","음·식료품",363472,827011
"2019.10","농축수산물",88826,224229
"2019.10","생활용품",291248,616337
"2019.10","자동차 및 자동차용품",42339,64363
"2019.10","가구",100944,223859
"2019.10","애완용품",25295,63472
"2019.10","여행 및 교통서비스",598342,888311
"2019.10","문화 및 레저서비스",115207,91494
"2019.10","이쿠폰서비스",35621,266750
"2019.10","음식서비스",59150,854572
"2019.10","기타서비스",63323,57826
"2019.10","기타",97450,108815
"2019.11","합계",4532075,8459530
"2019.11","컴퓨터 및 주변기기",306368,221639
"2019.11","가전·전자·통신기기",568012,789341
"2019.11","서적",84329,63125
"2019.11","사무·문구",42881,42511
"2019.11","의복",592593,1117449
"2019.11","신발",97033,154452
"2019.11","가방",55558,176678
"2019.11","패션용품 및 액세서리",63314,153004
"2019.11","스포츠·레저용품",157915,259311
"2019.11","화장품",530197,680151
"2019.11","아동·유아용품",84398,277017
"2019.11","음·식료품",359235,838922
"2019.11","농축수산물",94042,231804
"2019.11","생활용품",295220,637539
"2019.11","자동차 및 자동차용품",92297,67121
"2019.11","가구",105773,223689
"2019.11","애완용품",23474,62941
"2019.11","여행 및 교통서비스",607963,889622
"2019.11","문화 및 레저서비스",88214,118599
"2019.11","이쿠폰서비스",45788,323632
"2019.11","음식서비스",61128,965853
"2019.11","기타서비스",78458,56116
"2019.11","기타",97884,109016
"2019.12","합계",4461119,8382632
"2019.12","컴퓨터 및 주변기기",339917,214960
"2019.12","가전·전자·통신기기",518944,694448
"2019.12","서적",99281,79550
"2019.12","사무·문구",49822,53476
"2019.12","의복",520303,942040
"2019.12","신발",97311,134564
"2019.12","가방",57540,187674
"2019.12","패션용품 및 액세서리",69366,172999
"2019.12","스포츠·레저용품",142094,219167
"2019.12","화장품",492965,700083
"2019.12","아동·유아용품",108853,333894
"2019.12","음·식료품",376396,840785
"2019.12","농축수산물",99393,241793
"2019.12","생활용품",298547,628739
"2019.12","자동차 및 자동차용품",49755,66041
"2019.12","가구",104115,219652
"2019.12","애완용품",24735,62290
"2019.12","여행 및 교통서비스",641388,977716
"2019.12","문화 및 레저서비스",68436,116169
"2019.12","이쿠폰서비스",40531,304831
"2019.12","음식서비스",67608,991679
"2019.12","기타서비스",93809,86448
"2019.12","기타",100009,113636
"2020.01","합계",3817529,8281045
"2020.01","컴퓨터 및 주변기기",332810,273459
"2020.01","가전·전자·통신기기",400922,662108
"2020.01","서적",86899,80101
"2020.01","사무·문구",43541,51694
"2020.01","의복",320897,734345
"2020.01","신발",54230,128160
"2020.01","가방",49427,123875
"2020.01","패션용품 및 액세서리",60205,168413
"2020.01","스포츠·레저용품",96056,178095
"2020.01","화장품",478871,667638
"2020.01","아동·유아용품",66459,260589
"2020.01","음·식료품",374501,981130
"2020.01","농축수산물",167765,324708
"2020.01","생활용품",262702,661379
"2020.01","자동차 및 자동차용품",69172,50140
"2020.01","가구",93010,212586
"2020.01","애완용품",26134,88118
"2020.01","여행 및 교통서비스",456795,947890
"2020.01","문화 및 레저서비스",55095,101406
"2020.01","이쿠폰서비스",36686,281833
"2020.01","음식서비스",66559,997060
"2020.01","기타서비스",75099,93172
"2020.01","기타",143693,213148
"2020.02","합계",3681611,8203066
"2020.02","컴퓨터 및 주변기기",358997,315829
"2020.02","가전·전자·통신기기",494994,755756
"2020.02","서적",99913,86838
"2020.02","사무·문구",47168,60230
"2020.02","의복",301806,684362
"2020.02","신발",59053,130839
"2020.02","가방",47170,121330
"2020.02","패션용품 및 액세서리",58294,157400
"2020.02","스포츠·레저용품",98994,181914
"2020.02","화장품",431677,633853
"2020.02","아동·유아용품",78227,306687
"2020.02","음·식료품",370239,1049118
"2020.02","농축수산물",141197,339871
"2020.02","생활용품",315128,818795
"2020.02","자동차 및 자동차용품",104608,49352
"2020.02","가구",116061,259379
"2020.02","애완용품",26502,90140
"2020.02","여행 및 교통서비스",222219,462317
"2020.02","문화 및 레저서비스",23350,34409
"2020.02","이쿠폰서비스",36803,297849
"2020.02","음식서비스",69058,1066123
"2020.02","기타서비스",64288,93350
"2020.02","기타",115865,207325
"2020.03","합계",3944168,8494974
"2020.03","컴퓨터 및 주변기기",401374,357883
"2020.03","가전·전자·통신기기",518520,780014
"2020.03","서적",140036,120418
"2020.03","사무·문구",47164,63087
"2020.03","의복",347668,813004
"2020.03","신발",70872,156447
"2020.03","가방",44298,104401
"2020.03","패션용품 및 액세서리",60425,161870
"2020.03","스포츠·레저용품",121914,233720
"2020.03","화장품",549437,455580
"2020.03","아동·유아용품",80931,318749
"2020.03","음·식료품",389152,1159276
"2020.03","농축수산물",134303,419899
"2020.03","생활용품",343598,893130
"2020.03","자동차 및 자동차용품",140500,56188
"2020.03","가구",130124,305747
"2020.03","애완용품",29056,97271
"2020.03","여행 및 교통서비스",101944,256114
"2020.03","문화 및 레저서비스",7023,14510
"2020.03","이쿠폰서비스",50540,310469
"2020.03","음식서비스",72457,1179839
"2020.03","기타서비스",32133,43364
"2020.03","기타",130698,193996
"2020.04","합계",3858165,8055111
"2020.04","컴퓨터 및 주변기기",388215,331746
"2020.04","가전·전자·통신기기",507840,738910
"2020.04","서적",107916,96549
"2020.04","사무·문구",44459,56577
"2020.04","의복",365979,793399
"2020.04","신발",84107,151065
"2020.04","가방",43952,91601
"2020.04","패션용품 및 액세서리",57173,145300
"2020.04","스포츠·레저용품",148167,277764
"2020.04","화장품",613725,368768
"2020.04","아동·유아용품",86909,303934
"2020.04","음·식료품",373593,1060441
"2020.04","농축수산물",122577,378336
"2020.04","생활용품",316505,739491
"2020.04","자동차 및 자동차용품",67820,62142
"2020.04","가구",122267,276478
"2020.04","애완용품",30436,95985
"2020.04","여행 및 교통서비스",90801,348887
"2020.04","문화 및 레저서비스",11059,19691
"2020.04","이쿠폰서비스",41765,304803
"2020.04","음식서비스",77618,1185383
"2020.04","기타서비스",49637,75026
"2020.04","기타",105643,152835
"2020.05","합계",3862018,8690424
"2020.05","컴퓨터 및 주변기기",323924,290304
"2020.05","가전·전자·통신기기",588332,927906
"2020.05","서적",94421,76383
"2020.05","사무·문구",44689,55196
"2020.05","의복",392840,896853
"2020.05","신발",83799,187358
"2020.05","가방",44929,108422
"2020.05","패션용품 및 액세서리",64231,164699
"2020.05","스포츠·레저용품",157202,317926
"2020.05","화장품",544433,418010
"2020.05","아동·유아용품",82169,312732
"2020.05","음·식료품",355963,1049983
"2020.05","농축수산물",109372,334508
"2020.05","생활용품",327283,810135
"2020.05","자동차 및 자동차용품",71543,70078
"2020.05","가구",120344,277223
"2020.05","애완용품",28951,97888
"2020.05","여행 및 교통서비스",108884,441793
"2020.05","문화 및 레저서비스",18708,34728
"2020.05","이쿠폰서비스",46904,306363
"2020.05","음식서비스",88284,1232526
"2020.05","기타서비스",37734,61255
"2020.05","기타",127079,218155
"2020.06","합계",4034712,8473766
"2020.06","컴퓨터 및 주변기기",328080,256409
"2020.06","가전·전자·통신기기",553380,905941
"2020.06","서적",94184,76807
"2020.06","사무·문구",46931,52884
"2020.06","의복",396757,896447
"2020.06","신발",91971,186704
"2020.06","가방",42383,115008
"2020.06","패션용품 및 액세서리",64361,170177
"2020.06","스포츠·레저용품",157255,316252
"2020.06","화장품",603221,428728
"2020.06","아동·유아용품",75891,288216
"2020.06","음·식료품",362597,994894
"2020.06","농축수산물",127419,322496
"2020.06","생활용품",333066,811922
"2020.06","자동차 및 자동차용품",197464,70836
"2020.06","가구",117566,274706
"2020.06","애완용품",30076,98370
"2020.06","여행 및 교통서비스",117662,465106
"2020.06","문화 및 레저서비스",15397,29968
"2020.06","이쿠폰서비스",43979,278728
"2020.06","음식서비스",68439,1185053
"2020.06","기타서비스",43133,61150
"2020.06","기타",123498,186963
"2020.07","합계",4023902,8821992
"2020.07","컴퓨터 및 주변기기",342726,284750
"2020.07","가전·전자·통신기기",502863,816872
"2020.07","서적",106713,86125
"2020.07","사무·문구",46632,55914
"2020.07","의복",343047,757485
"2020.07","신발",82793,161577
"2020.07","가방",49197,120113
"2020.07","패션용품 및 액세서리",68463,178097
"2020.07","스포츠·레저용품",163855,325810
"2020.07","화장품",639734,430998
"2020.07","아동·유아용품",79504,291385
"2020.07","음·식료품",392174,1104106
"2020.07","농축수산물",149236,344258
"2020.07","생활용품",331810,859709
"2020.07","자동차 및 자동차용품",93627,76341
"2020.07","가구",115979,263192
"2020.07","애완용품",31989,106231
"2020.07","여행 및 교통서비스",157901,624106
"2020.07","문화 및 레저서비스",27067,51889
"2020.07","이쿠폰서비스",54142,302087
"2020.07","음식서비스",73213,1305571
"2020.07","기타서비스",46303,68415
"2020.07","기타",124934,206960
"2020.08","합계",4021483,9394018
"2020.08","컴퓨터 및 주변기기",340705,314597
"2020.08","가전·전자·통신기기",548239,987774
"2020.08","서적",111455,95394
"2020.08","사무·문구",42054,54050
"2020.08","의복",286795,647673
"2020.08","신발",61406,137508
"2020.08","가방",45372,116548
"2020.08","패션용품 및 액세서리",57366,163605
"2020.08","스포츠·레저용품",126290,278553
"2020.08","화장품",709524,426372
"2020.08","아동·유아용품",72768,293583
"2020.08","음·식료품",384112,1169716
"2020.08","농축수산물",143637,387136
"2020.08","생활용품",325816,930650
"2020.08","자동차 및 자동차용품",121090,65391
"2020.08","가구",117632,288493
"2020.08","애완용품",30187,106451
"2020.08","여행 및 교통서비스",160661,620054
"2020.08","문화 및 레저서비스",16459,42418
"2020.08","이쿠폰서비스",47782,314354
"2020.08","음식서비스",84744,1592675
"2020.08","기타서비스",62924,101375
"2020.08","기타",124467,259648
"2020.09","합계",4220154,9598544
"2020.09","컴퓨터 및 주변기기",379361,332423
"2020.09","가전·전자·통신기기",462687,849047
"2020.09","서적",118997,103969
"2020.09","사무·문구",48104,60473
"2020.09","의복",360967,820640
"2020.09","신발",71103,147008
"2020.09","가방",44973,113579
"2020.09","패션용품 및 액세서리",55034,152268
"2020.09","스포츠·레저용품",141973,301788
"2020.09","화장품",662349,464762
"2020.09","아동·유아용품",81214,302623
"2020.09","음·식료품",513649,1381764
"2020.09","농축수산물",230277,552702
"2020.09","생활용품",332078,872005
"2020.09","자동차 및 자동차용품",122303,72216
"2020.09","가구",127333,316171
"2020.09","애완용품",30765,108682
"2020.09","여행 및 교통서비스",104505,441892
"2020.09","문화 및 레저서비스",12061,28739
"2020.09","이쿠폰서비스",52527,359792
"2020.09","음식서비스",74261,1529963
"2020.09","기타서비스",76210,66232
"2020.09","기타",117424,219809
"2020.10","합계",4175701,9681175
"2020.10","컴퓨터 및 주변기기",339603,276244
"2020.10","가전·전자·통신기기",547418,987672
"2020.10","서적",93412,79229
"2020.10","사무·문구",51390,64019
"2020.10","의복",479629,1152610
"2020.10","신발",79053,181125
"2020.10","가방",44855,119455
"2020.10","패션용품 및 액세서리",54693,158977
"2020.10","스포츠·레저용품",175550,369391
"2020.10","화장품",616397,465530
"2020.10","아동·유아용품",82228,306298
"2020.10","음·식료품",397875,1156920
"2020.10","농축수산물",133262,400662
"2020.10","생활용품",310590,832138
"2020.10","자동차 및 자동차용품",86151,69949
"2020.10","가구",128626,318062
"2020.10","애완용품",32149,112108
"2020.10","여행 및 교통서비스",146471,532341
"2020.10","문화 및 레저서비스",29574,49254
"2020.10","이쿠폰서비스",52542,319384
"2020.10","음식서비스",68510,1478372
"2020.10","기타서비스",96795,64267
"2020.10","기타",128928,187170
"2020.11","합계",4637678,10340600
"2020.11","컴퓨터 및 주변기기",394626,341688
"2020.11","가전·전자·통신기기",663471,1161320
"2020.11","서적",102210,84424
"2020.11","사무·문구",57251,71347
"2020.11","의복",552723,1219551
"2020.11","신발",109037,203835
"2020.11","가방",49657,117055
"2020.11","패션용품 및 액세서리",63378,174057
"2020.11","스포츠·레저용품",179696,352986
"2020.11","화장품",672859,509814
"2020.11","아동·유아용품",92322,304863
"2020.11","음·식료품",435169,1220170
"2020.11","농축수산물",149928,410631
"2020.11","생활용품",329747,850550
"2020.11","자동차 및 자동차용품",122181,92106
"2020.11","가구",131046,312666
"2020.11","애완용품",33422,112179
"2020.11","여행 및 교통서비스",149213,535226
"2020.11","문화 및 레저서비스",30474,38903
"2020.11","이쿠폰서비스",55372,361986
"2020.11","음식서비스",70275,1572953
"2020.11","기타서비스",55002,79680
"2020.11","기타",138622,212611
"2020.12","합계",4619202,11352931
"2020.12","컴퓨터 및 주변기기",499998,415380
"2020.12","가전·전자·통신기기",611410,1105244
"2020.12","서적",137150,119235
"2020.12","사무·문구",71186,101731
"2020.12","의복",466430,1066008
"2020.12","신발",83488,187901
"2020.12","가방",45691,112718
"2020.12","패션용품 및 액세서리",71753,213314
"2020.12","스포츠·레저용품",154353,313710
"2020.12","화장품",589316,558970
"2020.12","아동·유아용품",112654,406934
"2020.12","음·식료품",477547,1401871
"2020.12","농축수산물",188939,548078
"2020.12","생활용품",371859,972945
"2020.12","자동차 및 자동차용품",104771,88935
"2020.12","가구",143312,344516
"2020.12","애완용품",35220,125510
"2020.12","여행 및 교통서비스",90366,379276
"2020.12","문화 및 레저서비스",3484,3959
"2020.12","이쿠폰서비스",54688,483801
"2020.12","음식서비스",87035,2111121
"2020.12","기타서비스",68685,75082
"2020.12","기타",149869,216693
"2021.01","합계",4154948,10850445
"2021.01","컴퓨터 및 주변기기",439730,446647
"2021.01","가전·전자·통신기기",610054,1137541
"2021.01","서적",133659,125811
"2021.01","사무·문구",52933,78502
"2021.01","의복",304546,820338
"2021.01","신발",64255,141920
"2021.01","가방",41189,114752
"2021.01","패션용품 및 액세서리",58365,183152
"2021.01","스포츠·레저용품",112062,246233
"2021.01","화장품",613312,534439
"2021.01","아동·유아용품",76331,320975
"2021.01","음·식료품",495902,1486056
"2021.01","농축수산물",194477,612173
"2021.01","생활용품",321382,937168
"2021.01","자동차 및 자동차용품",68962,75232
"2021.01","가구",128857,345018
"2021.01","애완용품",32380,125863
"2021.01","여행 및 교통서비스",89120,407448
"2021.01","문화 및 레저서비스",10302,18727
"2021.01","이쿠폰서비스",55347,418651
"2021.01","음식서비스",67562,1988503
"2021.01","기타서비스",79824,99107
"2021.01","기타",104395,186190
"2021.02","합계",3755863,9984303
"2021.02","컴퓨터 및 주변기기",413960,435721
"2021.02","가전·전자·통신기기",512864,981223
"2021.02","서적",119527,100736
"2021.02","사무·문구",48524,71327
"2021.02","의복",257536,774700
"2021.02","신발",70186,154038
"2021.02","가방",46304,127529
"2021.02","패션용품 및 액세서리",53788,168729
"2021.02","스포츠·레저용품",97819,227289
"2021.02","화장품",471420,495492
"2021.02","아동·유아용품",70929,295361
"2021.02","음·식료품",440637,1300842
"2021.02","농축수산물",179807,522842
"2021.02","생활용품",290631,827468
"2021.02","자동차 및 자동차용품",95979,65518
"2021.02","가구",115346,319350
"2021.02","애완용품",28542,109777
"2021.02","여행 및 교통서비스",117466,452203
"2021.02","문화 및 레저서비스",25595,43253
"2021.02","이쿠폰서비스",51311,439535
"2021.02","음식서비스",60117,1792081
"2021.02","기타서비스",74512,107192
"2021.02","기타",113062,172094
"2021.03","합계",4584525,11225092
"2021.03","컴퓨터 및 주변기기",448924,422166
"2021.03","가전·전자·통신기기",612790,1052288
"2021.03","서적",144243,125426
"2021.03","사무·문구",59592,79747
"2021.03","의복",381946,1112270
"2021.03","신발",97134,217147
"2021.03","가방",55776,147292
"2021.03","패션용품 및 액세서리",65928,200804
"2021.03","스포츠·레저용품",137008,312403
"2021.03","화장품",565467,546232
"2021.03","아동·유아용품",81193,336271
"2021.03","음·식료품",457032,1383329
"2021.03","농축수산물",149084,497057
"2021.03","생활용품",335114,939547
"2021.03","자동차 및 자동차용품",284379,74510
"2021.03","가구",136085,361103
"2021.03","애완용품",33127,125099
"2021.03","여행 및 교통서비스",126601,485713
"2021.03","문화 및 레저서비스",28824,49044
"2021.03","이쿠폰서비스",63979,434759
"2021.03","음식서비스",59810,1938450
"2021.03","기타서비스",113918,156626
"2021.03","기타",146572,227810
"2021.04","합계",4117439,10833135
"2021.04","컴퓨터 및 주변기기",385886,346865
"2021.04","가전·전자·통신기기",546939,976497
"2021.04","서적",101344,90343
"2021.04","사무·문구",56309,73990
"2021.04","의복",389865,1048461
"2021.04","신발",92165,192141
"2021.04","가방",52194,141248
"2021.04","패션용품 및 액세서리",65080,203673
"2021.04","스포츠·레저용품",152182,357786
"2021.04","화장품",546303,549965
"2021.04","아동·유아용품",85608,343044
"2021.04","음·식료품",456317,1366920
"2021.04","농축수산물",140637,488527
"2021.04","생활용품",320261,903636
"2021.04","자동차 및 자동차용품",108441,85223
"2021.04","가구",121451,321435
"2021.04","애완용품",32268,123666
"2021.04","여행 및 교통서비스",161947,528860
"2021.04","문화 및 레저서비스",28977,47084
"2021.04","이쿠폰서비스",48575,407104
"2021.04","음식서비스",53982,1955642
"2021.04","기타서비스",63613,87393
"2021.04","기타",107097,193630
"2021.05","합계",4400375,11477459
"2021.05","컴퓨터 및 주변기기",358402,370299
"2021.05","가전·전자·통신기기",575594,1118449
"2021.05","서적",100641,87594
"2021.05","사무·문구",49104,67085
"2021.05","의복",356514,1048361
"2021.05","신발",106967,210579
"2021.05","가방",51301,141501
"2021.05","패션용품 및 액세서리",67050,216211
"2021.05","스포츠·레저용품",143349,360360
"2021.05","화장품",627130,571895
"2021.05","아동·유아용품",78558,346705
"2021.05","음·식료품",464656,1409129
"2021.05","농축수산물",141927,502347
"2021.05","생활용품",326245,942760
"2021.05","자동차 및 자동차용품",319303,88169
"2021.05","가구",116616,317959
"2021.05","애완용품",31206,127480
"2021.05","여행 및 교통서비스",177072,594368
"2021.05","문화 및 레저서비스",32716,57727
"2021.05","이쿠폰서비스",54538,454885
"2021.05","음식서비스",57461,2131344
"2021.05","기타서비스",58345,105388
"2021.05","기타",105681,206864
"2021.06","합계",4452474,10967488
"2021.06","컴퓨터 및 주변기기",358087,305492
"2021.06","가전·전자·통신기기",563485,1072052
"2021.06","서적",93793,87146
"2021.06","사무·문구",49442,64297
"2021.06","의복",364538,1052065
"2021.06","신발",115114,207522
"2021.06","가방",49554,132256
"2021.06","패션용품 및 액세서리",64848,204053
"2021.06","스포츠·레저용품",144128,348949
"2021.06","화장품",537069,559705
"2021.06","아동·유아용품",71013,308446
"2021.06","음·식료품",455613,1333242
"2021.06","농축수산물",139790,472559
"2021.06","생활용품",326374,928866
"2021.06","자동차 및 자동차용품",446434,87211
"2021.06","가구",121642,307447
"2021.06","애완용품",31730,127728
"2021.06","여행 및 교통서비스",178431,610876
"2021.06","문화 및 레저서비스",43239,71117
"2021.06","이쿠폰서비스",59267,437167
"2021.06","음식서비스",51466,1968130
"2021.06","기타서비스",74630,119724
"2021.06","기타",112787,161439
"2021.07","합계",4218060,11709194
"2021.07","컴퓨터 및 주변기기",398976,352086
"2021.07","가전·전자·통신기기",658089,1256457
"2021.07","서적",111844,110827
"2021.07","사무·문구",46240,63807
"2021.07","의복",334011,964134
"2021.07","신발",88639,184402
"2021.07","가방",52386,138249
"2021.07","패션용품 및 액세서리",67930,213192
"2021.07","스포츠·레저용품",150412,362127
"2021.07","화장품",494430,558236
"2021.07","아동·유아용품",73392,325984
"2021.07","음·식료품",479811,1423395
"2021.07","농축수산물",146884,503524
"2021.07","생활용품",333481,980315
"2021.07","자동차 및 자동차용품",100515,83810
"2021.07","가구",117128,308786
"2021.07","애완용품",32936,132206
"2021.07","여행 및 교통서비스",188267,600927
"2021.07","문화 및 레저서비스",29270,51373
"2021.07","이쿠폰서비스",57813,441532
"2021.07","음식서비스",59661,2358398
"2021.07","기타서비스",80773,126896
"2021.07","기타",115173,168530
"2021.08","합계",4068287,11465187
"2021.08","컴퓨터 및 주변기기",405435,368794
"2021.08","가전·전자·통신기기",576436,1088677
"2021.08","서적",114727,103920
"2021.08","사무·문구",47181,66240
"2021.08","의복",267773,809471
"2021.08","신발",84567,151193
"2021.08","가방",50221,142457
"2021.08","패션용품 및 액세서리",61175,199902
"2021.08","스포츠·레저용품",131717,333080
"2021.08","화장품",389978,584729
"2021.08","아동·유아용품",68068,306917
"2021.08","음·식료품",503976,1478414
"2021.08","농축수산물",159061,547387
"2021.08","생활용품",321971,968416
"2021.08","자동차 및 자동차용품",228381,80481
"2021.08","가구",115256,312611
"2021.08","애완용품",33839,136135
"2021.08","여행 및 교통서비스",188488,599501
"2021.08","문화 및 레저서비스",31005,59352
"2021.08","이쿠폰서비스",54536,440147
"2021.08","음식서비스",58061,2397833
"2021.08","기타서비스",76718,126660
"2021.08","기타",99717,162871
"2021.09","합계",4221087,11705406
"2021.09","컴퓨터 및 주변기기",361370,374921
"2021.09","가전·전자·통신기기",514785,1056165
"2021.09","서적",103560,103509
"2021.09","사무·문구",48154,69751
"2021.09","의복",332776,1032435
"2021.09","신발",75751,179030
"2021.09","가방",51795,154486
"2021.09","패션용품 및 액세서리",59593,200968
"2021.09","스포츠·레저용품",138450,366115
"2021.09","화장품",464003,597985
"2021.09","아동·유아용품",67934,312007
"2021.09","음·식료품",526388,1553671
"2021.09","농축수산물",222442,625561
"2021.09","생활용품",312739,965710
"2021.09","자동차 및 자동차용품",264858,92873
"2021.09","가구",107186,313366
"2021.09","애완용품",30591,134647
"2021.09","여행 및 교통서비스",179342,580426
"2021.09","문화 및 레저서비스",30655,58155
"2021.09","이쿠폰서비스",50971,493702
"2021.09","음식서비스",59192,2171862
"2021.09","기타서비스",125469,99451
"2021.09","기타",93084,168609
"2021.10","합계",4321111,12364843
"2021.10","컴퓨터 및 주변기기",389970,339560
"2021.10","가전·전자·통신기기",661197,1363174
"2021.10","서적",95322,88181
"2021.10","사무·문구",56823,80771
"2021.10","의복",448603,1381096
"2021.10","신발",84947,216769
"2021.10","가방",56886,169479
"2021.10","패션용품 및 액세서리",68668,218128
"2021.10","스포츠·레저용품",165433,418581
"2021.10","화장품",461829,567877
"2021.10","아동·유아용품",78388,328891
"2021.10","음·식료품",482799,1419084
"2021.10","농축수산물",152114,499052
"2021.10","생활용품",340251,986740
"2021.10","자동차 및 자동차용품",108271,116331
"2021.10","가구",119614,332330
"2021.10","애완용품",35561,139547
"2021.10","여행 및 교통서비스",204380,685194
"2021.10","문화 및 레저서비스",52466,80569
"2021.10","이쿠폰서비스",44770,419604
"2021.10","음식서비스",55321,2252435
"2021.10","기타서비스",58273,83875
"2021.10","기타",99223,177575
"2021.11","합계",4674470,12623590
"2021.11","컴퓨터 및 주변기기",440303,392196
"2021.11","가전·전자·통신기기",645257,1354614
"2021.11","서적",115785,91145
"2021.11","사무·문구",64673,85887
"2021.11","의복",499606,1497011
"2021.11","신발",109030,231196
"2021.11","가방",54094,172108
"2021.11","패션용품 및 액세서리",69922,234976
"2021.11","스포츠·레저용품",160537,380733
"2021.11","화장품",486791,632985
"2021.11","아동·유아용품",83407,336712
"2021.11","음·식료품",478960,1456011
"2021.11","농축수산물",148841,509742
"2021.11","생활용품",353966,982339
"2021.11","자동차 및 자동차용품",230004,150745
"2021.11","가구",124021,329856
"2021.11","애완용품",35331,139082
"2021.11","여행 및 교통서비스",251920,729359
"2021.11","문화 및 레저서비스",71001,102314
"2021.11","이쿠폰서비스",47554,476000
"2021.11","음식서비스",45502,2078946
"2021.11","기타서비스",57437,79172
"2021.11","기타",100528,180459
"2021.12","합계",4546316,13502013
"2021.12","컴퓨터 및 주변기기",504938,456349
"2021.12","가전·전자·통신기기",637081,1122314
"2021.12","서적",133369,125025
"2021.12","사무·문구",78030,115831
"2021.12","의복",468695,1427194
"2021.12","신발",103716,238136
"2021.12","가방",57408,174362
"2021.12","패션용품 및 액세서리",83741,289910
"2021.12","스포츠·레저용품",153219,351557
"2021.12","화장품",306741,713159
"2021.12","아동·유아용품",110133,434761
"2021.12","음·식료품",502045,1559974
"2021.12","농축수산물",173067,604487
"2021.12","생활용품",362958,1082015
"2021.12","자동차 및 자동차용품",131942,154444
"2021.12","가구",128053,351067
"2021.12","애완용품",34234,149873
"2021.12","여행 및 교통서비스",223718,743506
"2021.12","문화 및 레저서비스",48321,85616
"2021.12","이쿠폰서비스",65821,582129
"2021.12","음식서비스",54361,2443537
"2021.12","기타서비스",65805,85589
"2021.12","기타",118920,211181
"2022.01","합계",4094776,12852825
"2022.01","컴퓨터 및 주변기기",426178,430931
"2022.01","가전·전자·통신기기",539706,1107412
"2022.01","서적",114031,127859
"2022.01","사무·문구",53015,87726
"2022.01","의복",306188,1087342
"2022.01","신발",85092,178252
"2022.01","가방",53407,175174
"2022.01","패션용품 및 액세서리",67246,250566
"2022.01","스포츠·레저용품",113382,278711
"2022.01","화장품",255987,670680
"2022.01","아동·유아용품",69713,323126
"2022.01","음·식료품",594975,1728280
"2022.01","농축수산물",261257,771826
"2022.01","생활용품",332363,1019285
"2022.01","자동차 및 자동차용품",123132,127192
"2022.01","가구",116648,326519
"2022.01","애완용품",33967,143573
"2022.01","여행 및 교통서비스",208205,725726
"2022.01","문화 및 레저서비스",47342,76091
"2022.01","이쿠폰서비스",78296,551865
"2022.01","음식서비스",51266,2380060
"2022.01","기타서비스",81181,87128
"2022.01","기타",82200,197502
"2022.02","합계",3715625,12111972
"2022.02","컴퓨터 및 주변기기",442616,501035
"2022.02","가전·전자·통신기기",599163,1202958
"2022.02","서적",114110,114715
"2022.02","사무·문구",49244,89158
"2022.02","의복",275368,974648
"2022.02","신발",74423,179964
"2022.02","가방",52920,174941
